# GMM_means from cordoba MODE: directo.
-1.481871516207326067e+02;5.002780838879453285e+01;-5.413750687892768099e+01;3.564051465820680420e+01;-1.869382065460790088e+01;6.583263894181581755e+00;-9.629398366458021385e+00;1.227761317101772320e+01;-1.077893335987732648e+01;5.059802092038955479e+00;-3.888378396975055828e+00;-1.784567113369216251e+00;-9.497582468927979749e-01
-1.091515092737389239e+02;3.165774659752821307e+01;-3.204608120436738261e+01;1.846966281947426580e+01;-2.511271617907631537e+01;1.196661420039645840e+01;-1.858602472069852851e+01;8.110582513231614499e+00;-1.057942043374452368e+01;3.477264678060776326e+00;-6.653452471289247327e+00;-1.612913560392621237e+00;-3.697703163335172682e+00
-1.209401996058731328e+02;4.444493799217457308e+01;-3.669614931996941465e+01;1.785353428470813952e+01;-2.633500535537773146e+01;1.389431971272329314e+01;-1.862467143590859564e+01;6.281615627812314528e+00;-1.108325713173511495e+01;3.797410544499736584e+00;-4.928224365569802146e+00;-2.669768664736201780e-01;-2.854201347693817503e+00
-1.268659899533717805e+02;4.235740945776771582e+01;-3.226923639935730392e+01;2.386510524485933615e+01;-3.078491184391624458e+01;1.420357128973435223e+01;-2.222800473577052216e+01;1.018771841581357407e+01;-1.440131530488861067e+01;5.233432282737244812e+00;-8.455734805797087361e+00;8.234633825866519707e-01;-3.566917314867841249e+00
-1.266835094543096147e+02;6.703639299327018364e+01;-4.692225285824648751e+01;2.272596931018663113e+01;-1.457512279659022525e+01;1.104207224513141838e+01;-1.505050835106444040e+01;7.305095627863672725e+00;-7.445877250579377105e+00;3.020903486422807482e+00;-5.347325528393869654e+00;-7.867202962299767177e-02;-2.545244827970118529e+00
-1.220779412628006639e+02;3.927471737719782396e+01;-2.671366651939077386e+01;2.372392248995918607e+01;-2.874514336000068226e+01;1.156522215758262817e+01;-1.937935793928144790e+01;7.014909523897387089e+00;-1.301183405600983534e+01;2.612836251554524480e+00;-7.883782102603000830e+00;-1.243849048388486089e+00;-3.909272781327362889e+00
-1.388354237818009551e+02;7.398096663600877321e+01;-5.060260465599235147e+01;2.770354461933708379e+01;-1.598721968254413106e+01;1.233170832210657863e+01;-1.460269649411259785e+01;9.305868156103233702e+00;-8.731391828298828983e+00;3.809761684264548975e+00;-5.006217457809467142e+00;1.484564523154307814e-01;-2.448580341737486510e+00
-1.127167047847961641e+02;2.969325196851117354e+01;-3.535716049251225712e+01;1.724566443340014743e+01;-2.752343060744499681e+01;1.179977074109486068e+01;-1.665310760086238773e+01;9.359222957850972691e+00;-8.215915197486802768e+00;4.149831530882214459e+00;-4.037415925588907939e+00;1.656504349943111798e+00;-7.791608795607863902e-01
-1.421028496816558402e+02;7.152949478827555652e+01;-5.764425736182508331e+01;2.812496178757569254e+01;-1.364282139941632721e+01;1.498217160374411350e+01;-1.411200906197036531e+01;1.208458850611799562e+01;-8.048346933644229040e+00;1.729075741426418622e+00;-6.511348951791894102e+00;1.232202847903530962e+00;-2.008633155461942543e+00
-1.250881300138149186e+02;3.900359395428041154e+01;-3.225483595819605398e+01;1.869697992824453436e+01;-3.179773862322747746e+01;1.162898814359960653e+01;-1.910631459339682792e+01;8.452953195468195347e+00;-9.605645084270230782e+00;5.355447123443315860e+00;-3.587299894963301483e+00;2.818617243059850175e+00;3.703538414978397308e-01
-1.349807785661089383e+02;6.311250546433394959e+01;-5.285798292222527550e+01;2.246779363765462989e+01;-1.207766433187497057e+01;1.589196763160419934e+01;-1.198376630451134872e+01;9.894743784836750322e+00;-6.401395768947097054e+00;2.806910033714978603e+00;-6.564112230894985522e+00;-3.307089398865958874e-01;-1.881427663512055259e+00
-1.319121436027870686e+02;2.791282339836540061e+01;-2.531717552699833007e+01;2.038009088040210059e+01;-2.578791191262443760e+01;1.308114597323008077e+01;-1.900088163385049356e+01;9.747281292327890867e+00;-1.184911345124634607e+01;4.156386287124615997e+00;-5.780964257463920397e+00;1.328388299130073946e+00;-2.467546751505500957e+00
-1.143550825991132029e+02;3.341565560525511813e+01;-2.732931656583558677e+01;2.484709103158906984e+01;-2.720187993863492082e+01;8.362698028822530105e+00;-1.785786072458294527e+01;6.700133593659425735e+00;-1.172191421546560619e+01;2.219413077837305348e+00;-5.824589232417599405e+00;-7.432645594391500132e-02;-3.002038662266731883e+00
-1.349866571786552640e+02;5.342527796906592386e+01;-2.966761481179591087e+01;2.590343852551685444e+01;-3.130210503948199374e+01;1.149125722404162175e+01;-1.912503736769565421e+01;6.348474054128407040e+00;-1.096611371267111856e+01;1.816639472147973056e+00;-6.523238222806448050e+00;-8.118880431811793530e-01;-3.060312184476905450e+00
-1.432002457843813943e+02;7.400051356230449073e+01;-5.951966590069674368e+01;3.400114741206107993e+01;-1.907937200067320305e+01;1.193127005728061540e+01;-1.246130823697365919e+01;1.178315510541018085e+01;-1.131357823328261958e+01;5.528240687563724443e+00;-5.012753315423838174e+00;-1.437227972828662770e+00;-1.275457225584736953e+00
-1.235564375235705086e+02;6.335799563454681760e+01;-4.767603367490202260e+01;2.847042675063303108e+01;-1.912516144042002253e+01;8.171043092426900856e+00;-7.743717147299705061e+00;1.219965522666384139e+01;-9.327070401670432886e+00;4.296215806233294465e+00;-5.010413676983211495e+00;-2.124838896941862565e+00;-1.082353889849470702e-01
-1.240889395956187400e+02;4.119376866096479972e+01;-3.120406192694695591e+01;2.468157604143602768e+01;-3.061357205810544713e+01;9.257860606764044320e+00;-1.753078656459984330e+01;7.693688710939365016e+00;-9.943613289859605686e+00;2.806530623210985897e+00;-5.675319884820554606e+00;6.542365388191477560e-02;-2.719834028689083638e+00
-1.158540142991780044e+02;3.722300502845977377e+01;-3.468548322373246151e+01;1.953842527062809253e+01;-2.722791508344014133e+01;1.281209305245282692e+01;-2.132122667053164733e+01;9.403178530796145296e+00;-1.170989137193052620e+01;5.623903886630052362e+00;-7.167106367692956503e+00;5.207397440596237548e-01;-2.918495685772496628e+00
